x y z
0.351 -1.104 10.874
0.578 -1.172 10.840
0.349 -1.181 10.850
0.521 -1.228 10.995
0.347 -1.174 10.818
0.594 -1.303 10.820
0.175 -1.279 11.085
0.424 -1.278 10.953
0.159 -1.293 10.822
0.041 -1.370 11.320
0.149 -1.199 10.869
0.114 -1.042 11.262
-0.341 -1.224 11.475
0.258 -1.488 10.248
0.587 -1.425 10.516
0.088 -1.245 10.306
1.064 -1.224 10.472
0.226 -1.113 11.480
0.365 -1.046 11.150
1.587 -0.982 10.494
1.164 -0.992 11.173
1.197 -1.006 10.617
1.160 -1.055 11.129
0.132 -0.846 11.458
0.788 -0.929 10.598
0.025 -0.761 10.510
0.106 -0.808 11.073
-0.056 -0.745 10.406
0.218 -0.800 11.072
-0.002 -0.591 10.446
0.519 -0.547 10.453
0.118 -0.445 10.895
0.374 -0.660 10.652
0.168 -0.782 10.699
0.269 -0.864 10.689
0.075 -0.550 10.659
-0.007 -0.588 10.755
0.004 -0.801 10.567
-0.058 -0.979 10.606
0.172 -1.019 10.535
0.250 -0.907 10.668
0.295 -0.983 11.165
0.765 -1.205 10.491
1.006 -1.225 10.387
0.441 -1.023 11.332
0.862 -1.104 10.165
0.098 -1.274 11.356
0.141 -1.422 10.540
0.295 -1.133 10.126
0.406 -0.944 11.220
0.205 -0.902 10.945
1.098 -1.013 10.807
0.486 -0.907 10.875
0.864 -0.824 10.165
1.125 -0.796 10.480
0.243 -0.821 10.758
0.674 -1.002 10.219
0.212 -1.003 10.541
0.488 -0.909 10.074
0.443 -0.838 9.946
0.145 -0.851 10.375
-0.001 -0.968 10.281
0.120 -1.013 9.911
-0.130 -0.890 10.551
0.041 -0.967 10.147
0.259 -1.231 10.464
0.161 -1.413 10.804
0.227 -1.382 10.748
0.738 -1.449 10.618
0.669 -1.521 10.638
0.572 -1.651 10.596
0.685 -1.615 10.642
1.036 -1.561 10.656
0.635 -1.467 10.731
0.555 -1.553 10.633
0.818 -1.412 10.627
0.468 -1.486 10.457
0.765 -1.464 9.718
0.144 -1.234 10.205
0.057 -1.079 10.462
0.059 -0.977 9.197
-0.351 -1.017 10.323
-0.162 -0.797 9.321
0.191 -0.476 9.715
-0.501 -0.384 10.485
-0.543 -0.416 9.709
0.367 -0.559 9.321
-0.603 -0.321 9.921
0.801 -0.366 9.400
0.898 -0.270 9.927
0.099 -0.155 10.404
0.427 -0.434 9.584
1.144 -0.692 9.601
0.129 -0.214 9.837
1.310 -0.512 9.425
0.526 -0.711 10.110
-0.118 -0.472 10.210
0.766 -0.508 9.558
0.916 -0.659 9.787
0.521 -0.556 9.695
0.869 -0.701 9.672
-0.103 -0.800 10.315
-0.200 -0.867 10.463
0.181 -1.025 10.020
-0.058 -1.108 10.134
-0.242 -0.998 10.185
