x y z
-0.932 -0.538 7.679
-2.370 1.166 8.755
0.132 -0.053 10.522
1.330 -0.590 12.028
-3.151 -0.459 10.737
0.333 -0.207 11.116
-1.442 2.784 11.570
-0.400 -0.762 5.537
-0.825 -1.470 7.783
-1.993 -0.555 10.446
0.522 1.397 10.426
-1.921 0.733 12.057
-1.315 -0.556 8.926
-1.885 0.728 10.707
-0.626 2.244 14.864
-1.892 0.803 9.813
-0.293 -1.437 9.487
-0.918 0.497 13.070
-1.149 -0.864 6.315
-1.235 0.118 9.356
0.087 1.667 7.165
1.140 1.097 7.947
-2.223 0.608 8.331
-0.504 1.461 9.480
-1.186 -0.340 10.323
-0.815 0.376 8.796
-1.271 1.350 13.158
-1.339 -0.343 7.649
-0.753 -0.368 13.892
-0.265 0.383 5.096
-0.559 0.792 9.178
1.098 1.111 11.094
-2.850 2.064 12.464
-1.461 0.230 7.913
-2.247 0.100 13.224
-1.887 -0.129 6.128
0.728 1.714 14.084
-1.504 0.773 11.746
0.455 -1.283 15.487
-1.878 -1.126 11.779
-1.972 0.427 5.737
0.681 2.185 11.018
-1.808 -0.157 9.605
-0.779 0.327 9.820
-0.737 2.801 17.069
-2.314 0.074 16.789
-0.371 -1.080 6.252
-2.926 0.220 13.437
0.973 -0.358 11.228
-2.486 0.220 10.743
0.747 -0.066 7.729
0.872 0.469 9.567
-1.019 0.093 8.356
0.653 0.455 13.691
-3.787 0.564 7.600
0.032 0.846 12.561
-0.705 0.581 7.850
-2.620 1.283 9.680
-0.638 0.750 10.509
-2.506 -0.396 8.602
1.470 -1.789 10.194
-1.615 -0.398 9.300
-2.830 3.337 9.559
-0.527 3.681 14.090
0.466 -0.151 6.616
-1.835 1.904 11.028
-3.189 0.137 9.920
1.118 0.025 13.586
-2.575 0.366 11.282
-0.983 -1.136 12.322
-1.584 2.182 12.508
-1.181 0.502 7.778
0.240 -1.548 7.545
-0.805 -0.002 7.842
-0.933 2.548 14.874
-1.286 0.852 12.777
-1.421 -0.372 10.025
-1.455 0.102 9.960
0.497 1.692 11.649
-3.102 -0.166 11.637
-0.593 -0.787 6.945
-0.796 0.595 13.282
0.363 -0.651 6.237
-1.905 0.886 10.913
-0.310 2.341 7.436
-0.801 1.680 11.672
-0.977 0.517 6.094
0.024 0.621 9.583
-1.689 0.384 10.217
-1.036 -0.039 8.734
-1.765 1.327 10.352
-0.832 0.063 10.193
-0.214 -0.813 9.754
-0.628 -0.317 9.159
0.119 1.116 9.915
-0.225 1.853 12.624
-1.691 0.369 6.018
-0.569 -0.247 14.122
-2.521 -0.098 6.865
-1.195 0.153 9.234
0.194 1.132 12.032
-1.501 -0.540 10.374
-0.543 -1.528 10.671
-2.295 1.497 11.902
0.269 0.602 7.184
0.003 0.227 7.461
-2.663 0.289 10.626
0.824 1.520 9.718
-2.632 1.100 12.730
0.025 -1.051 9.226
-2.561 0.176 11.691
-1.312 0.527 10.357
-1.499 1.001 11.863
-0.700 0.233 5.543
0.280 0.411 12.127
-1.035 0.818 8.407
-0.281 1.723 12.604
-2.274 1.040 7.624
-0.002 -0.261 10.942
-0.556 1.400 11.197
-2.488 0.921 7.212
-0.245 0.774 10.414
-0.803 -1.649 10.783
0.216 -2.304 10.024
-1.016 -0.430 9.756
-3.269 2.791 9.888
1.250 1.315 10.100
-0.900 1.397 10.736
-3.505 0.425 8.491
-2.584 -0.194 10.033
0.589 0.360 10.893
-1.079 0.467 10.736
-2.206 0.092 11.054
-2.468 2.102 10.687
0.855 -0.756 8.411
1.047 -0.982 11.018
-0.583 1.379 6.047
-1.420 2.359 12.696
-0.756 -0.552 7.644
-2.032 -0.858 10.403
1.210 2.401 15.050
-0.909 2.049 9.455
-1.572 -0.852 11.329
-1.430 -0.845 6.773
0.024 -1.213 7.306
-3.000 0.433 14.876
-0.842 2.949 8.672
0.484 2.890 13.470
-1.770 0.605 8.688
-0.492 0.099 8.083
-1.104 1.813 11.727
