A_X[LSB] A_Y[LSB] A_Z[LSB]
-431 1175 16933
-482 973 16678
-659 1085 16926
-768 1351 17152
-336 1360 17172
-114 1414 17231
-292 777 17134
-808 763 17532
-816 462 17078
-596 251 17268
-434 435 17105
-264 457 17053
-362 814 16761
-374 719 16464
-397 859 16888
-458 865 16477
-565 855 16825
-726 1110 16735
-522 1321 16922
-280 1588 17186
-193 1429 16978
-368 1394 17453
-455 883 17003
-741 758 17324
-707 396 16982
-621 466 17248
-579 703 17159
-241 684 16782
-224 923 16799
-255 638 16468
-608 1051 16877
-453 989 16457
-413 1011 16487
-649 1471 16962
-535 1342 16985
-495 1657 17126
-205 1103 16943
-397 990 17316
-515 783 16996
-665 439 17302
-798 479 17028
-479 422 17041
-386 814 16782
-198 494 16682
-368 751 16764
-405 780 16396
-559 878 16724
-729 1055 16576
-634 1127 17016
-454 1467 17062
-305 1323 17033
-339 1425 17415
-394 1143 17238
-595 943 17548
-681 707 17223
-716 452 17357
-779 534 17405
-539 365 17119
-507 720 17064
-238 627 16538
-237 934 16969
-318 952 16602
-380 890 16643
-769 1238 16689
-682 1144 16890
-519 1463 17195
-202 1230 16978
-329 1203 17180
-392 966 16974
-459 522 17202
-612 624 17231
-607 284 17080
-657 619 16970
-398 536 16700
-337 794 16996
-194 876 16265
-198 903 16548
-708 1007 16422
-942 783 16517
-783 1408 16814
-384 1352 16500
-158 1730 17143
-185 1266 16866
-606 1237 17402
-699 752 17033
-820 679 17025
-743 526 17196
-525 347 17025
-351 680 17160
-272 663 16722
-465 813 16891
-472 744 16630
-474 791 16664
-533 1235 16808
-570 935 16749
-797 1381 17113
-346 1242 17004
-191 1476 17485
-182 1378 17146
-406 877 17269
-829 550 17154
-687 157 17192
-499 502 17225
-265 510 16991
-332 700 17162
-323 787 16532
-328 915 16840
-456 989 16437
-469 833 16819
-678 987 16732
-541 1004 16670
-398 1567 17305
-231 1596 16877
-352 1392 17467
-508 981 16884
-629 736 17360
-792 765 17222
-774 375 17067
-746 600 17080
-329 591 16846
-179 831 16781
-295 741 16520
-296 641 16423
-548 1011 16645
-467 972 16533
-658 1555 16905
-476 1370 16911
-532 1677 17115
-289 1402 16883
-320 1147 17250
-442 845 17116
-543 422 17155
-754 445 17196
-592 351 17030
-536 693 17268
-211 750 16586
-250 745 16716
-450 812 16440
-541 806 16698
-687 1096 16638
-620 1038 16594
-603 1340 16959
-341 1334 17136
-322 1446 17423
-426 1279 17243
-521 952 17482
-662 755 17462
-628 199 17303
-796 661 17415
-542 419 17145
-507 674 17044
-179 705 16593
-155 784 16659
-258 1122 16568
-403 768 16654
-730 1195 16571
-567 1201 16977
-544 1544 17206
-393 1469 16905
-200 950 17017
-366 1061 16970
-361 454 17237
-713 681 17248
-660 239 17039
-590 477 17316
-339 481 16639
-399 894 17031
-307 921 16344
-140 956 16558
-526 1053 16348
-770 1001 16604
-1044 1273 16811
-510 1252 16522
-128 1716 17126
-152 1353 16888
-558 1205 17515
-713 1068 17257
-566 459 16974
-743 655 17288
-548 280 17025
-334 720 17151
-205 708 16738
-152 659 16779
-564 879 16690
-408 813 16689
-487 1319 16801
-474 1032 16794
-848 1387 17060
-682 1272 17110
-369 1517 17373
-145 1421 17125
-285 727 17298
-891 479 17078
-711 99 17282
-765 495 17332
-312 453 17014
-290 690 17058
-415 823 16631
-380 861 16783
-449 1029 16383
-376 652 16488
-697 931 16941
-625 978 16861
-455 1572 17241
-278 1562 16936
-298 1347 17525
-462 1267 17199
-348 600 17111
-804 819 17272
-711 329 17070
-677 607 17221
-300 642 16774
-258 884 16862
-278 1038 16522
-302 643 16506
-549 977 16552
-523 1054 16616
-676 1440 16862
-591 1382 16677
-415 1410 17133
-401 1476 16980
-268 1102 17108
-455 975 17120
-505 335 17135
-770 470 17346
-637 404 16968
-475 696 17291
-356 788 16601
-255 700 16826
-480 777 16364
-408 732 16574
-666 1102 16772
-615 1003 16601
-618 1198 17070
-354 1352 17041
-302 1434 17547
-322 1407 17197
-357 730 17076
-666 757 17440
-603 395 17284
-720 556 17473
-529 407 17091
-465 410 17251
-438 728 16838
-249 748 16603
-188 1072 16795
-304 787 16472
-772 1215 16728
-775 1345 16703
-599 1375 16966
-343 1458 16873
-78 984 16996
-442 1060 17032
-423 511 17158
-632 783 17321
-579 391 17014
-617 372 17301
-563 519 16660
-363 792 16990
-202 875 16278
-91 714 16348
-458 1014 16790
-801 978 16457
-806 1145 16814
-532 1310 16537
-268 1638 17087
-269 1726 17109
-308 1247 16981
-565 1060 17255
-703 607 16885
-759 486 17352
-516 309 17047
-328 421 17193
-240 840 16919
-207 519 16752
-553 773 16770
-397 790 16676
-458 1334 16859
-418 1127 16582
-650 1135 17137
-699 1301 17132
-399 1502 17249
-155 1359 17113
-298 752 17126
-603 844 17582
-801 381 17135
-695 455 17361
-370 409 17010
-341 553 17033
-359 770 16521
-309 619 16399
-404 975 16786
-401 716 16521
-701 899 16915
-612 1118 16861
-421 1474 17250
-337 1487 17022
-139 1264 17009
-502 1320 17232
-510 665 17132
-736 835 17263
-646 372 17014
-642 374 17263
-700 709 17097
-246 676 16907
-175 931 16550
-240 668 16422
-553 910 16705
-527 1034 16518
-527 1129 16720
-655 1410 16577
-467 1379 17232
-400 1445 16934
-285 1194 17123
-338 1093 17161
-500 613 17012
-701 346 17291
-768 433 17015
-482 622 17191
-312 819 16593
-136 549 16516
-404 884 16633
-434 727 16508
-656 1075 16865
-595 979 16457
-605 1286 17076
-546 1444 16940
-315 1315 17077
-399 1387 17221
-321 820 17078
-687 798 17488
-663 460 17304
-588 264 17247
-621 471 17315
-463 322 17100
-523 765 16993
-205 685 16610
-264 1015 16745
-282 1099 16578
-498 1105 16960
-841 1261 16677
-725 1351 16846
-340 1451 17051
-136 1077 16891
-255 1167 17459
-469 936 16926
-515 566 17334
-563 373 16941
-631 368 17292
-546 503 16733
-338 364 16585
-323 827 16830
-196 801 16350
-379 1026 16752
-739 1036 16487
-919 1068 16687
-938 1396 16791
-291 1349 16750
-310 1818 17115
-261 1201 16898
-521 1178 17325
-588 586 16957
-702 565 17282
-874 541 17180
-441 384 17058
-182 842 16931
-153 552 16668
-691 906 16785
-673 752 16594
-403 924 16734
-367 1226 16662
-640 1132 17129
-842 1373 17141
-337 1360 17250
-274 1624 17443
-162 1125 17135
-673 875 17545
-769 466 17171
-575 351 17326
-475 518 17031
-374 409 17007
-460 786 17109
-210 638 16449
-387 1070 16735
-311 707 16570
-715 914 16971
-716 927 16657
-548 1128 16761
-355 1561 17119
-208 1370 17067
-426 1370 17275
-471 796 17110
-476 609 17199
-784 627 17279
-712 246 17177
-652 793 17118
-259 696 16757
-232 977 16622
-304 952 16396
-446 965 16683
-517 895 16444
-604 1133 16630
-628 1392 16710
-383 1401 17122
-434 1507 17050
-194 1230 16907
-384 1129 17256
-435 696 17046
-674 448 17325
-757 454 17080
-622 311 17153
-491 672 16981
-217 708 16643
-369 880 16661
-400 707 16502
-547 945 16722
-647 1132 16708
-592 1038 16827
-622 1444 16903
-252 1246 17059
-312 1435 17325
-421 914 17032
-406 814 17308
-656 708 17092
-541 330 17383
-707 453 17164
-546 430 17141
-436 678 17006
-325 713 16625
-194 899 16922
-249 1140 16542
-326 983 16856
-908 1262 16516
-731 1237 16880
-637 1633 17234
-179 1505 16973
-170 1280 17351
-559 975 17015
-542 530 17389
-528 503 17050
-500 372 16949
-657 593 17239
-450 324 16621
-246 823 16957
-145 914 16366
-355 1080 16733
-535 1012 16368
-853 787 16495
-912 1390 16869
-286 1373 16641
-240 1813 17116
-254 1180 16976
-517 1314 17345
-587 985 17134
-684 652 17189
-780 548 17282
-492 308 17016
-270 818 16955
-185 859 16633
-367 904 16950
-510 681 16633
-497 964 16662
-433 1190 16610
-571 1122 17015
-756 1243 17193
-560 1250 17021
-292 1534 17337
-104 1178 17124
-554 866 17450
-842 421 17111
-830 240 17079
-622 577 17461
-349 509 17024
-396 813 17117
-366 721 16400
-524 1015 16824
-452 1049 16521
-363 661 16597
-698 992 16691
-540 1140 16769
-335 1509 17323
-205 1380 16882
-155 1271 17269
-496 1134 16918
-508 613 17337
-699 650 17260
-640 416 17141
-711 759 17066
-526 673 16948
-211 899 17011
-211 965 16417
-382 911 16594
-556 1037 16432
-560 1122 16513
-699 1461 16868
-490 1364 16570
-482 1600 17189
-318 1262 16754
-349 1030 17307
-547 771 17009
-473 314 17103
-756 526 17106
-594 336 17017
-533 691 17040
-241 689 16587
-223 890 16752
-299 914 16521
-477 753 16623
-802 1116 16802
-607 1002 16678
-523 1472 16940
-228 1361 17074
-239 1438 17348
-368 1250 17152
-471 759 17176
-698 698 17319
-540 203 17263
-638 555 17276
-557 394 16965
-425 519 17157
-298 614 16699
-231 889 16843
-268 1089 16583
-354 956 16788
-617 1193 16948
-675 1252 16932
-719 1620 17232
-341 1428 16901
-149 1118 17144
-404 913 16798
-472 686 17198
-752 798 17386
-577 264 16878
-555 604 17306
-335 348 16608
-376 878 17032
-249 845 16435
-130 763 16402
-484 937 16498
-798 795 16545
-935 1285 16710
-412 1313 16621
-280 1512 16984
-225 1547 17128
-347 1202 17146
-580 1070 17109
-671 516 17210
-924 494 17166
-748 395 17128
-332 587 17255
-133 883 16819
-262 668 16928
-581 753 16600
-400 865 16720
-431 1177 16848
-402 956 16505
-721 1141 17251
-611 1242 16955
-281 1498 17474
-181 1232 17023
-213 737 17061
-762 650 17363
-828 268 17214
-629 439 17423
-357 542 16905
-308 717 17067
-416 814 16787
-320 637 16537
-521 1044 16631
-442 544 16474
-701 972 16757
-529 1007 16788
-465 1293 16978
-396 1538 16911
-188 1144 17154
-456 1132 17020
-493 612 17276
-758 671 17309
-775 414 17046
-698 408 17369
-496 733 16965
-201 863 17051
-254 958 16549
-335 735 16565
-627 1030 16839
-536 1003 16490
-554 1326 16930
-529 1297 16622
-456 1463 17202
-317 1295 16871
-263 1043 16877
-444 1102 17228
-432 381 16959
-799 468 17387
-638 360 17019
-531 687 17201
-423 768 16826
-218 462 16518
-394 866 16714
-466 726 16433
-783 1082 16874
-705 911 16715
-677 1164 17111
-395 1438 17016
-173 1442 17068
-359 1355 17256
-478 730 17124
-739 628 17370
-765 626 17144
-655 497 17429
-535 398 17085
-442 412 17148
-427 659 16871
-304 740 16720
-212 934 17047
-307 989 16577
-559 1197 17069
-660 1210 16750
-750 1601 17072
-263 1334 17030
-302 1328 16961
-252 1112 17544
-560 871 17118
-726 721 17495
-570 220 16977
-595 571 17286
-563 669 16987
-397 553 16636
-265 712 16653
-192 726 16359
-494 1044 16663
-760 885 16576
-797 861 16634
-753 1437 16771
-245 1455 16847
-292 1685 17119
-320 1113 17031
-508 1060 17170
-575 780 16928
-856 619 17385
-795 499 17179
-296 474 17141
-264 941 16736
-201 473 16797
-607 860 16927
-397 675 16568
-433 1199 16776
-469 1057 16517
-747 1167 17306
-577 1299 16935
-357 1282 17044
-203 1536 17305
-237 892 17126
-663 750 17492
-770 415 17199
-668 444 17477
-549 452 17246
-224 396 16982
-378 875 16989
-261 630 16455
-418 1037 16756
-359 616 16496
-573 881 16726
-644 1018 16561
-415 1220 16868
-289 1612 16952
-192 1167 17025
-592 1324 17127
-464 973 16890
-557 685 17174
-636 495 17139
-669 416 17199
-603 751 17009
-182 796 16930
-178 965 16847
-221 818 16479
-550 1028 16777
-519 1011 16472
-530 1213 16677
-547 1469 16605
-483 1399 16882
-417 1590 17081
-260 1146 16890
-454 1144 17151
-446 538 16979
-661 487 17412
-740 482 17048
-523 399 17013
-390 696 16936
-142 604 16533
-389 916 16709
-410 808 16467
-438 792 16702
-727 1146 16638
-580 1100 16955
-521 1498 16868
-149 1352 17087
-256 1374 17177
-406 1332 17196
-628 812 17313
-743 666 17104
-492 267 17299
-554 607 17126
-392 395 17073
-491 690 16942
-261 671 16700
-226 920 17039
-334 1080 16502
-377 1075 16982
-717 1335 16554
-638 1183 16996
-664 1620 17153
-259 1467 17086
-245 1197 17376
-483 989 17055
-578 565 17345
-694 742 17436
-546 371 17001
-587 644 17119
-374 409 16615
-362 775 16867
-243 812 16378
-152 811 16531
-518 1001 16422
-722 864 16593
-863 1395 16793
-391 1368 16754
-354 1834 17149
-169 1501 16986
-346 1286 17295
-601 987 17033
-742 638 17267
-801 519 17134
-423 399 17000
-368 702 17217
-217 812 16719
-383 795 16908
-478 751 16571
-479 1021 16826
-444 1164 16621
-485 1008 16577
-818 1318 17163
-505 1203 17006
-240 1563 17376
-126 1217 17120
-527 893 17486
-801 621 17315
-885 270 17235
-623 490 17365
-200 471 17035
-360 880 16992
-344 704 16565
-428 782 16641
-440 927 16517
-424 722 16525
-660 984 16607
-497 1108 16863
-326 1527 17164
-344 1650 16887
-222 1316 17247
-483 1152 16919
-470 662 17311
-706 629 17167
-729 407 17240
-716 418 17351
-415 723 16844
-186 972 16999
-334 1008 16458
-406 783 16668
-493 1021 16444
-464 1017 16603
-675 1461 16941
-599 1351 16727
-459 1594 17174
-223 1307 16885
-388 1171 17304
-538 993 17176
-496 336 17025
-761 457 17194
-591 430 17126
-518 702 17047
-303 630 16551
-222 532 16503
-438 820 16510
-463 759 16551
-724 1116 16706
-655 1051 16758
-609 1423 16895
-432 1459 17010
-260 1522 17368
-343 1429 17205
-472 823 17136
-815 633 17319
-591 219 17231
-667 589 17483
-483 439 17086
-470 496 17213
-328 559 16736
-269 909 16847
-326 1136 16527
-270 944 16527
-638 1229 17034
-671 1188 16946
-711 1705 17141
-383 1489 17067
-145 1101 17205
-361 1141 17320
-434 705 17130
-702 836 17482
-639 243 16906
-682 554 17204
-262 349 16667
-356 617 16687
-284 801 16404
-195 738 16401
-499 949 16493
-726 861 16503
-939 1331 16820
-707 1434 16661
-234 1414 17007
-189 1644 17089
-340 1227 17112
-589 1062 17146
-670 562 17147
-800 544 17454
-766 517 17086
-406 602 17276
-223 808 16825
-197 696 16789
-514 794 16641
-451 785 16562
-453 1207 16959
-452 933 16351
-737 1227 17207
-556 1237 17069
-257 1532 17466
-170 1462 17228
-213 827 17036
-706 679 17441
-826 244 17194
-682 481 17414
-319 518 17032
-157 478 16960
-367 867 16776
-350 657 16520
-532 1000 16587
-451 519 16388
-725 947 16724
-681 1107 16699
-461 1338 16854
-323 1538 16941
-175 1106 17080
-517 1221 17063
-490 596 17211
-669 769 17350
-654 365 17088
-655 447 17372
-510 665 16936
-230 886 17112
-328 950 16508
-280 669 16471
-540 1040 16746
-557 1090 16591
-613 1239 16828
-644 1422 16588
-366 1365 17108
-469 1617 17094
-203 1031 16936
-456 1081 17246
-486 294 16877
-817 514 17434
-618 256 17034
-593 462 17017
-369 704 16729
-140 598 16539
-329 816 16606
-514 794 16579
-796 1075 16715
-759 1070 16546
-733 1160 16932
-509 1437 17106
-216 1414 17136
-287 1401 17269
-451 665 17083
-711 790 17573
-774 500 17240
-626 571 17375
-490 372 17075
-537 440 17126
-442 691 16900
-289 673 16678
-258 937 16784
-356 956 16725
-568 1100 16879
-695 1274 16737
-690 1478 17089
-552 1552 17151
-214 1187 16984
-300 1167 17451
-457 847 17138
-633 727 17565
-559 333 16873
-506 332 17111
-641 692 16978
-428 476 16670
-275 738 16570
-243 765 16364
-464 982 16754
-649 935 16357
-778 837 16622
-799 1414 16661
-332 1371 17000
-300 1673 17029
-187 1167 17066
-396 1278 17287
-629 821 17005
-893 563 17449
-855 545 17042
-335 581 17227
-266 832 16699
-251 627 16758
-603 843 16935
-442 767 16533
-400 1101 16844
-579 1058 16662
-749 1088 17196
-806 1314 17048
-321 1255 17021
-240 1463 17370
-192 879 17079
-635 769 17593
-843 386 17104
-753 129 17194
-650 554 17287
-167 382 16971
-325 914 16862
-307 677 16614
-480 938 16643
-423 773 16461
-533 817 16672
-724 986 16664
-502 1110 16798
-291 1575 16941
-60 1182 17040
-353 1418 17439
-477 857 16887
-661 698 17247
-655 473 17107
-683 390 17280
-626 721 17039
-357 570 16907
-211 946 16845
-251 803 16451
-574 946 16831
-480 1005 16537
-548 1282 16748
-586 1474 16977
-525 1373 16863
-478 1630 17110
-213 1240 16938
-369 1089 17172
-456 521 17041
-552 386 17239
-747 476 17104
-542 385 16994
-435 680 16984
-176 581 16565
-352 892 16688
-359 837 16395
-447 831 16803
-753 1110 16641
-649 1042 16907
-509 1476 16950
-221 1372 17100
-189 1493 17461
-404 1319 17109
-601 801 17442
-844 727 17209
-518 280 17349
-518 528 17064
-455 393 17181
-523 631 17098
-271 636 16635
-136 929 17044
-324 1122 16623
-512 1092 17001
-758 1296 16768
-569 1206 17059
-578 1646 17242
-368 1450 17051
-240 1138 17432
-485 907 17011
-655 461 17257
-743 813 17163
-605 323 17029
-652 613 17081
-340 455 16657
-310 748 16750
-256 863 16259
-117 859 16529
-527 985 16353
-778 817 16618
-827 1414 16799
-310 1405 16833
-315 1595 17096
-171 1389 16904
-396 1281 17368
-587 897 16979
-730 603 17382
-814 593 17117
-427 347 17100
-382 728 17200
-206 832 16654
-411 890 16983
-477 750 16580
-465 1009 16826
-517 1324 16949
-483 983 16548
-774 1337 17171
-389 1188 17004
-303 1516 17420
-174 997 17035
-614 802 17119
-777 543 17213
-806 170 17250
-604 491 17274
-257 448 16973
-355 910 17087
-278 824 16672
-350 780 16677
-511 998 16481
-483 730 16726
-637 1001 16551
-433 1200 16853
-349 1547 17297
-335 1617 16890
-236 1292 17361
-439 1045 16812
-508 652 17306
-696 542 17147
-763 298 17006
-709 478 17300
-393 688 16845
-132 934 17013
-192 909 16357
-491 989 16753
-521 1074 16772
-644 1021 16657
-650 1474 16893
-578 1485 16774
-451 1559 17101
-256 1213 16898
-336 1100 17056
-429 1032 17157
-483 320 17057
-825 464 17086
-507 303 17036
-428 729 16895
-335 731 16665
-201 691 16690
-335 855 16417
-393 812 16673
-831 1211 16656
-722 1016 16887
-548 1246 17066
-321 1371 17041
-173 1563 17401
-466 1354 17208
-563 750 17351
-772 695 17041
-573 504 17267
-723 650 17453
-480 356 17124
-416 590 17016
-341 739 16743
-247 903 17054
-362 1006 16850
-242 770 16492
-668 1323 17001
-627 1235 16989
-719 1650 17287
-405 1517 16944
-218 1047 16939
-373 1146 17062
-461 614 17235
-760 760 17319
-627 365 16993
-530 616 17170
-393 377 16790
-407 703 16889
-340 872 16348
-111 795 16403
-473 1031 16548
-768 823 16600
-951 1507 16756
-656 1349 16571
-298 1602 17050
-159 1451 17050
-383 1238 17236
-612 1020 17064
-674 685 17041
-779 576 17440
-655 391 17124
-383 614 17390
-237 783 16756
-237 743 16965
-500 780 16733
-435 808 16690
-513 1259 16800
-469 945 16538
-777 1236 17181
-534 1253 16972
-277 1503 17172
-145 1454 17210
-194 793 17004
-789 682 17399
-835 129 17163
-671 580 17369
-284 428 16928
-226 574 17051
-419 804 16633
-372 776 16605
-460 986 16402
-460 646 16528
-717 951 16919
-651 1096 16887
-433 1425 17033
-310 1731 16917
-232 1198 17285
-626 1109 16906
-465 590 17045
-675 912 17336
-593 307 17031
-751 404 17349
-491 590 16902
-180 940 17052
-239 937 16608
-267 633 16491
-622 986 16812
-536 1019 16554
-555 1405 16934
-599 1440 16650
-502 1543 17143
-504 1628 17066
-231 1061 17017
-470 1107 17299
-448 292 17008
-785 452 17271
-549 276 16968
-561 617 17133
-326 731 16664
-191 522 16605
-368 797 16374
-375 820 16543
-710 1164 16709
-806 1006 16568
-790 1155 17066
-458 1463 17048
-131 1485 17324
-312 1418 17207
-483 810 17091
-754 874 17696
-778 514 17219
-692 573 17514
-547 380 16941
-508 501 17115
-359 650 17015
-286 698 16629
-200 972 16879
-288 857 16557
-734 1295 17062
-738 1220 16925
-683 1638 16896
-344 1363 17095
-175 1180 16875
-346 1078 17387
-408 606 17162
-722 851 17550
-562 274 17087
-583 406 17236
-519 561 16784
-409 708 16811
-245 774 16357
-163 795 16363
-485 916 16462
-638 1013 16458
-818 903 16586
-750 1383 16631
-234 1421 17092
-178 1610 17030
-337 1299 17380
-548 1208 17372
-699 611 16966
-932 557 17449
-691 425 17095
-343 650 17288
-252 792 16723
-214 583 16675
-583 871 16821
-488 706 16536
-518 1219 16869
-450 954 16502
-747 1247 17111
-767 1335 17113
-408 1325 17091
-211 1400 17277
-227 762 17074
-758 664 17404
-794 335 17279
-702 311 17207
-517 482 17124
-176 366 17080
-370 896 16710
-186 697 16498
-458 1034 16564
-462 716 16622
-789 908 16822
-599 944 16709
-387 1477 17046
-321 1598 16793
-225 1132 17156
-537 1379 17282
-420 873 17150
-705 797 17247
-722 346 16954
-709 370 17404
-511 695 16885
-228 627 16810
-212 957 16669
-235 673 16457
-598 991 16846
-553 995 16546
-608 1344 16837
-634 1406 16810
-476 1357 17018
-432 1541 17075
-325 1138 16953
-417 1067 17270
-450 300 17075
-626 429 17411
-720 488 17070
-494 563 17021
-336 770 16894
-228 582 16525
-347 785 16590
-360 780 16415
-505 891 16765
-716 1069 16556
-649 1113 17068
-407 1493 17033
-182 1452 17233
-230 1428 17345
-415 1083 17143
-684 840 17619
-762 653 17187
-638 482 17411
-502 390 16946
-378 307 17138
-506 737 17025
-324 740 16562
-211 917 16951
-397 930 16581
-593 1246 17051
-799 1309 16454
-620 1177 17016
-457 1421 17164
-291 1294 16933
-248 1147 17416
-484 785 17264
-411 369 17306
-793 719 17258
-492 330 17025
-519 730 17004
-360 535 16631
-351 821 16588
-297 796 16234
-272 1049 16741
-568 957 16374
-806 906 16598
-751 1364 16710
-257 1389 16966
-289 1683 17152
-129 1285 16886
-391 1269 17358
-557 726 17055
-867 607 17463
-803 468 17159
-581 294 17012
-271 825 17159
-107 703 16679
-538 853 16850
-480 681 16638
-418 1129 16950
-381 1254 16858
-578 1046 16796
-796 1365 17159
-460 1270 17092
-211 1470 17284
-162 846 17000
-349 834 17370
-769 463 17138
-779 219 17150
-534 473 17227
-267 442 16998
-408 881 16864
-282 832 16510
-307 968 16857
-547 969 16511
-709 846 16845
-637 960 16600
-385 1325 16832
-313 1624 17333
-320 1599 16957
-384 1318 17433
-444 991 17007
-666 733 17255
-694 405 17086
-732 334 17027
-661 557 17222
-254 634 16714
-195 982 16909
-223 697 16532
-639 1082 16773
-564 1013 16529
-545 1032 16615
-678 1476 16939
-482 1342 16911
-500 1677 17097
-285 1138 16909
-362 1111 17183
-542 846 16973
-557 391 17335
-749 428 17077
-567 403 17014
-380 686 16859
-304 803 16626
-219 773 16805
-398 832 16413
-543 793 16774
-790 1092 16658
-684 1111 16893
-667 1385 17030
-257 1356 17082
-221 1498 17432
-365 1189 17120
-682 839 17622
-803 654 17149
-618 281 17362
-649 635 17340
-445 362 17109
-553 724 17059
-257 656 16642
-169 985 17088
-226 1112 16602
-288 812 16588
-815 1238 16640
-638 1058 16983
-502 1555 17223
-236 1358 16984
-63 1055 17083
-440 982 16910
-396 540 17302
-685 566 17141
-630 375 16989
-541 601 17034
-409 489 16698
-308 828 16922
-359 952 16279
-280 906 16681
-479 963 16349
-794 898 16496
-903 1241 16827
-587 1329 16552
-263 1587 17127
-85 1336 16889
-469 1304 17287
-573 801 17070
-623 551 17005
-780 427 17250
-639 335 17025
-298 707 17235
-112 702 16721
-491 934 16912
-591 860 16607
-458 866 16712
-464 1333 16883
-497 964 16747
-807 1328 17092
-495 1300 17060
-316 1485 17375
-143 1371 17055
-309 767 17218
-808 558 17077
-701 124 17114
-566 489 17249
-458 511 16943
-330 641 17019
-270 794 16481
-238 927 16866
-485 961 16389
-710 822 16734
-880 935 16909
-555 1061 16860
-282 1580 17295
-348 1624 16904
-364 1280 17484
-441 1029 16878
-337 671 17158
-737 796 17357
-768 305 17062
-694 609 17246
-207 587 16812
-192 999 16928
-234 1003 16660
-284 636 16390
-568 971 16552
-570 979 16660
-710 1421 16926
-540 1309 16879
-409 1423 17140
-233 1396 16985
-322 1153 17205
-540 940 16967
-503 405 17272
-721 486 16979
-670 329 17113
-588 717 17131
-377 788 16613
-222 679 16748
-308 816 16433
-435 830 16741
-662 1086 16767
-716 924 16576
-679 1262 17168
-302 1281 16934
-190 1589 17491
-332 1241 17171
-450 785 17072
-801 656 17389
-662 438 17392
-650 576 17476
-481 407 17114
-484 633 17018
-509 760 16894
-300 792 16724
-227 1000 16724
-218 809 16494
-761 1336 16808
-696 1061 17025
-718 1379 17000
-288 1383 16927
-11 1123 16975
-324 991 16940
-506 467 17217
-752 646 17280
-616 354 16897
-552 536 17289
-385 450 16714
-399 847 16906
-277 841 16113
-317 985 16715
-482 1010 16791
-672 887 16586
-847 1241 16660
-616 1407 16628
-281 1528 17115
-156 1402 16814
-155 1197 16885
-525 1272 17242
-643 431 17078
-917 480 17292
-617 335 17094
-338 711 17295
-220 788 16929
-131 512 16733
-586 861 16669
-432 755 16678
-464 1258 16886
-487 1054 16586
-659 1160 17085
-705 1382 17121
-273 1368 17420
-155 1433 17026
-282 803 17183
-751 461 17181
-833 366 17200
-738 427 17449
-460 469 16898
-278 488 17177
-318 778 16577
-243 798 16680
-330 1073 16724
-339 647 16543
-870 957 17018
-639 929 16690
-297 1628 17244
-209 1637 16895
-199 1238 17031
-625 1320 17288
-438 717 17163
-717 834 17249
-745 302 17176
-783 481 17149
-637 704 17048
-160 756 16753
-242 1104 16657
-293 541 16412
-584 999 16646
-445 1036 16597
-573 1324 16654
-601 1323 16704
-491 1369 17077
-294 1512 17114
-242 1102 17113
-642 991 17064
-514 523 17129
-736 440 17368
-637 398 17042
-623 762 17193
-394 738 16768
-198 664 16674
-307 874 16615
-295 776 16488
-625 1025 16911
-726 867 16517
-665 1289 17100
-345 1415 17118
-247 1378 16985
-195 1375 17281
-329 794 17058
-819 825 17554
-662 325 17349
-747 607 17433
-548 382 17218
-454 428 17117
-442 733 16976
-237 729 16644
-176 1006 16718
-237 830 16538
-474 1065 16896
-831 1290 16524
-688 1267 16849
-330 1396 17015
-160 1130 16914
-335 1085 17111
-381 915 17027
-561 642 17385
-678 328 17049
-586 444 17312
-349 559 16823
-317 849 16829
-254 848 16782
-172 787 16391
-381 1010 16811
-721 956 16477
-847 1120 16764
-601 1385 16505
-291 1325 16798
-360 1811 17038
-207 1156 17008
-455 1170 17224
-579 576 17022
-886 551 17521
-971 562 17167
-507 273 17070
-201 915 16926
24 548 16773
-563 885 16753
-500 718 16674
-587 1053 16819
-438 1128 16618
-585 1190 17106
-648 1349 17052
-362 1411 17285
-288 1454 17176
-240 1125 17152
-531 823 17551
-829 501 17176
-787 366 17359
-455 413 17005
-211 575 17051
-305 886 17090
-282 779 16434
-408 962 16853
-389 750 16593
-805 953 16900
-642 1030 16819
-487 1130 16787
-200 1584 17275
-189 1328 16908
-576 1446 17464
-402 697 17180
-773 925 17315
-693 607 17216
-699 407 17228
-609 727 17119
-215 792 16873
-162 979 16604
-247 643 16461
-443 844 16613
-482 994 16508
-505 1076 16497
-624 1491 16727
-389 1341 17151
-429 1513 17034
-198 1167 16874
-358 1082 17243
-587 696 17080
-686 459 17393
-663 508 16984
-544 637 17065
-528 785 17006
-355 573 16670
-424 824 16726
-360 806 16376
-540 960 16927
-715 940 16512
-705 938 16801
-613 1420 16907
-218 1276 17034
-219 1415 17331
-410 984 17199
-744 852 17604
-705 618 17250
-509 266 17284
-594 574 17432
-425 312 17135
-543 831 17046
-207 623 16528
-303 960 16897
-270 1032 16465
-363 1012 16691
-753 1210 16444
-630 1198 16911
-423 1360 16903
-356 1465 16950
-124 1161 17220
-349 925 16996
-526 587 17169
-684 442 17118
-592 342 17123
-624 573 17322
-341 423 16590
-392 863 16951
-261 750 16374
-409 1067 16703
-602 1003 16432
-742 895 16565
-892 1294 16824
-455 1309 16684
-338 1737 17001
-137 1197 16941
-532 1196 17244
-558 1011 17079
-685 591 17145
-815 507 17222
-516 304 17017
-332 784 17043
-82 533 16782
-271 722 16847
-532 771 16557
-525 845 16760
-506 1233 16724
-532 1025 16875
